ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
27568,400000.0,1,1,2,27
4426,180000.0,2,1,1,35
19430,180000.0,1,1,2,33
26062,180000.0,1,1,2,28
11408,50000.0,2,2,2,23
2247,170000.0,2,1,1,28
7362,270000.0,1,1,1,50
9537,140000.0,2,1,1,33
6506,70000.0,1,3,2,25
9139,180000.0,2,1,2,32
25574,30000.0,1,2,2,29
27850,290000.0,2,2,1,33
2818,20000.0,1,2,2,55
11984,180000.0,1,2,2,50
21706,30000.0,2,2,2,23
16243,120000.0,1,1,2,28
10126,150000.0,1,2,2,39
1652,130000.0,1,3,2,28
19348,140000.0,2,2,1,34
5601,240000.0,2,1,2,31
7421,110000.0,2,3,1,40
13682,360000.0,2,3,2,38
9505,280000.0,2,3,1,50
16088,240000.0,1,1,2,35
10869,230000.0,1,2,1,35
28402,60000.0,1,2,2,29
2681,220000.0,1,1,2,47
25841,100000.0,2,2,1,49
28976,130000.0,1,2,1,44
17206,120000.0,2,1,2,27
17988,100000.0,1,2,2,33
20726,300000.0,1,1,1,45
8948,150000.0,1,3,2,27
1034,150000.0,2,2,1,38
21042,480000.0,2,1,1,39
451,50000.0,2,3,1,31
18837,120000.0,2,1,2,29
15910,360000.0,2,2,1,42
26189,140000.0,2,2,1,33
7824,130000.0,2,3,2,49
4810,160000.0,2,3,1,36
25467,350000.0,2,2,2,35
14894,50000.0,2,2,2,48
24196,250000.0,2,1,1,32
19144,210000.0,1,2,2,25
4952,50000.0,2,2,3,39
22947,160000.0,2,1,2,30
10240,250000.0,2,1,1,25
2547,290000.0,2,3,1,29
19720,350000.0,1,1,2,37
10445,160000.0,2,1,1,32
3973,10000.0,2,2,1,49
23628,80000.0,1,2,1,46
7163,170000.0,2,1,2,32
9905,140000.0,2,1,1,39
27895,130000.0,2,1,2,26
10786,180000.0,1,1,2,30
575,180000.0,2,3,2,52
21250,340000.0,2,3,1,37
26997,150000.0,2,2,2,27
1956,70000.0,2,2,1,32
11388,130000.0,2,2,1,43
5299,130000.0,1,2,1,37
14090,110000.0,1,1,1,48
1909,50000.0,2,2,2,24
11217,10000.0,1,3,2,35
2093,80000.0,2,1,2,32
10347,100000.0,1,2,2,24
15065,230000.0,2,3,1,30
3372,180000.0,1,2,2,25
12425,590000.0,1,1,1,41
27851,180000.0,1,2,1,34
11612,340000.0,2,1,2,29
22095,20000.0,1,2,2,22
24690,390000.0,2,1,2,33
29213,100000.0,1,1,2,32
29861,50000.0,2,3,1,47
7222,250000.0,2,2,2,35
20567,40000.0,2,2,1,28
26520,100000.0,2,2,1,58
8133,300000.0,1,1,1,38
17096,290000.0,2,2,1,49
1160,50000.0,1,3,1,47
13157,50000.0,2,2,1,33
29816,10000.0,1,1,2,25
26140,150000.0,2,1,1,30
25488,90000.0,1,2,2,32
20076,100000.0,1,1,1,33
8690,200000.0,1,1,1,27
11192,20000.0,1,2,2,53
20730,80000.0,2,1,2,23
18528,200000.0,1,1,1,34
24319,170000.0,1,2,2,34
24291,500000.0,2,2,1,27
2836,70000.0,1,3,3,47
25417,30000.0,2,1,2,23
10671,110000.0,1,2,2,26
6662,280000.0,1,3,3,42
16792,260000.0,1,1,1,37
22400,20000.0,2,3,2,39
22123,450000.0,2,1,2,46
10118,20000.0,1,3,1,52
10732,300000.0,2,2,2,30
18999,140000.0,2,2,1,27
15875,280000.0,1,2,1,38
16674,530000.0,1,1,2,30
20898,50000.0,2,2,1,45
28020,330000.0,2,2,1,37
6988,130000.0,1,2,1,43
8266,160000.0,2,2,2,27
19302,60000.0,1,2,1,45
11368,60000.0,1,2,1,37
27331,320000.0,1,2,2,36
9651,50000.0,2,2,1,37
11947,160000.0,2,1,1,47
29859,80000.0,2,3,2,23
2010,50000.0,2,2,2,30
12156,350000.0,2,3,1,36
19279,260000.0,2,2,1,46
19867,500000.0,2,1,2,39
2106,160000.0,2,2,1,34
29653,20000.0,1,1,2,23
22757,380000.0,2,1,2,27
12512,380000.0,2,2,1,51
23586,280000.0,1,1,2,31
28613,200000.0,2,3,1,51
26993,70000.0,1,2,2,31
8905,500000.0,2,1,1,51
27750,90000.0,1,3,3,40
21404,50000.0,1,1,2,39
5455,190000.0,2,2,2,44
16869,360000.0,2,2,2,35
17752,470000.0,1,1,2,30
25082,500000.0,2,1,2,28
21622,230000.0,2,1,1,49
12650,100000.0,1,2,2,28
15829,210000.0,2,2,2,29
14715,200000.0,2,3,0,45
11397,200000.0,2,1,1,35
9362,60000.0,2,2,1,24
1495,430000.0,1,1,2,34
14006,30000.0,2,3,1,30
11738,10000.0,1,3,2,23
6350,240000.0,1,1,1,35
20668,90000.0,2,2,2,23
24340,10000.0,1,2,1,26
11321,290000.0,1,1,1,38
22062,500000.0,1,2,2,38
2242,250000.0,2,2,2,29
29985,90000.0,2,3,1,47
6993,50000.0,1,3,2,57
15136,170000.0,2,1,2,31
3246,50000.0,1,2,2,23
523,90000.0,2,1,2,36
17033,50000.0,1,2,1,39
3268,100000.0,2,2,2,26
27723,180000.0,2,3,1,36
25698,360000.0,2,2,1,39
15074,50000.0,1,2,2,26
11281,140000.0,1,1,2,33
26216,200000.0,2,1,1,49
19366,100000.0,2,3,1,24
4783,270000.0,1,1,2,28
26678,200000.0,2,2,1,29
15502,260000.0,1,1,2,29
8271,270000.0,1,1,1,50
24351,160000.0,2,5,1,45
26524,190000.0,2,2,2,36
11361,300000.0,1,1,1,40
2290,20000.0,2,1,2,24
9636,30000.0,2,2,2,24
26295,220000.0,1,2,1,48
20048,280000.0,2,2,1,52
12461,170000.0,2,2,2,28
16916,490000.0,1,3,1,51
28366,140000.0,2,2,1,38
20423,200000.0,2,2,1,34
6152,170000.0,2,2,1,41
29478,60000.0,2,2,1,53
13137,60000.0,2,2,3,49
7567,320000.0,1,2,1,37
8842,500000.0,2,3,2,49
27485,30000.0,2,1,2,27
14175,110000.0,2,3,1,50
23976,20000.0,2,2,1,24
2102,80000.0,1,1,1,47
24080,30000.0,2,1,1,33
1538,20000.0,1,1,2,28
10144,70000.0,1,1,2,43
14840,200000.0,1,1,2,40
12629,140000.0,2,3,2,61
9111,170000.0,2,1,2,34
21119,360000.0,1,3,2,40
21711,60000.0,2,2,2,24
24739,280000.0,2,2,2,32
8757,70000.0,1,2,2,29
29566,150000.0,1,1,2,32
21597,220000.0,2,1,2,36
18351,190000.0,1,2,1,31
29920,500000.0,2,1,2,31
23926,160000.0,1,1,1,46
26663,80000.0,2,3,2,53
14308,50000.0,2,3,1,36
7462,80000.0,1,2,1,53
15934,10000.0,2,2,2,34
18555,460000.0,2,1,2,30
18518,150000.0,1,1,2,35
1425,140000.0,2,1,2,32
24078,460000.0,2,1,1,32
25306,80000.0,2,2,1,48
23371,70000.0,2,2,1,42
22570,70000.0,2,1,2,23
26335,170000.0,1,4,1,40
7398,270000.0,1,1,2,36
26483,50000.0,2,3,2,44
8520,90000.0,2,1,2,23
28964,20000.0,2,5,3,35
10510,110000.0,1,2,2,41
18464,160000.0,1,3,2,27
28043,290000.0,2,2,1,32
28104,50000.0,2,2,1,29
2024,130000.0,1,1,1,47
4961,500000.0,2,1,2,45
19096,200000.0,2,2,1,51
19952,30000.0,2,1,2,22
18767,100000.0,1,2,2,25
27868,240000.0,2,2,2,30
13653,60000.0,2,3,1,28
501,40000.0,2,3,2,41
2145,50000.0,2,2,2,22
6281,50000.0,2,3,2,51
20625,230000.0,2,2,1,51
15604,200000.0,2,1,2,36
6598,20000.0,2,2,2,21
7552,180000.0,2,3,2,39
11630,110000.0,2,2,1,38
25192,70000.0,2,3,1,42
1261,100000.0,2,2,2,37
7411,50000.0,2,3,1,42
11811,240000.0,1,1,2,46
8592,480000.0,1,2,2,51
4513,300000.0,1,1,2,35
11892,360000.0,2,2,2,33
16096,50000.0,2,2,2,24
28751,520000.0,2,2,2,42
2053,360000.0,2,1,2,26
24915,130000.0,1,1,2,34
19816,260000.0,2,2,1,40
14541,260000.0,1,2,2,37
2910,70000.0,2,3,3,58
10860,240000.0,2,1,2,36
12694,20000.0,1,2,2,47
22559,420000.0,1,1,2,34
8317,170000.0,1,2,1,57
8304,110000.0,2,3,1,31
16692,170000.0,1,1,1,40
7609,90000.0,2,2,2,25
11958,260000.0,2,2,2,51
28202,80000.0,2,3,1,52
11226,30000.0,1,2,2,29
3371,240000.0,2,2,1,38
22312,420000.0,2,1,1,33
17187,360000.0,2,1,1,39
19675,50000.0,1,2,2,42
14317,330000.0,1,1,1,34
15944,60000.0,2,2,2,29
9640,170000.0,2,1,1,35
3031,50000.0,2,2,2,23
29598,80000.0,2,3,1,48
4126,20000.0,1,2,2,27
12683,80000.0,2,1,2,30
24276,230000.0,1,2,1,38
2489,200000.0,1,3,2,42
4250,20000.0,1,1,2,24
23456,260000.0,1,1,2,29
3975,160000.0,2,3,2,32
4581,220000.0,1,2,1,28
22999,100000.0,1,2,1,41
12942,180000.0,2,3,1,43
25028,250000.0,2,1,2,29
15483,40000.0,2,2,1,27
22346,160000.0,2,1,2,31
20426,250000.0,2,1,1,42
7435,60000.0,2,2,1,53
8269,110000.0,2,2,1,26
10271,240000.0,1,3,2,28
28677,250000.0,2,1,1,51
1606,50000.0,1,3,1,55
23955,500000.0,1,1,1,31
21056,10000.0,2,2,2,22
26045,20000.0,2,2,1,24
18399,350000.0,2,2,3,44
8524,80000.0,1,1,2,35
12345,30000.0,2,2,1,46
8966,70000.0,2,2,2,30
27156,160000.0,1,3,2,28
10466,10000.0,2,3,1,52
814,230000.0,2,1,1,36
23738,150000.0,1,1,2,35
21821,130000.0,2,1,1,33
16224,350000.0,2,1,1,45
21320,310000.0,2,1,1,33
7230,50000.0,1,2,2,24
23973,50000.0,2,1,2,28
26499,220000.0,2,2,1,34
13945,700000.0,2,2,2,34
14892,70000.0,1,2,2,25
25072,70000.0,2,2,1,36
3305,20000.0,1,2,1,41
3950,400000.0,2,2,1,38
9679,50000.0,1,2,2,39
25457,750000.0,2,1,2,28
17850,140000.0,1,2,2,50
27140,150000.0,2,1,2,36
25085,30000.0,1,2,1,41
17928,320000.0,2,1,2,30
11611,130000.0,1,2,2,22
12893,40000.0,2,2,1,38
4866,530000.0,1,1,1,35
2538,140000.0,2,2,1,40
13434,80000.0,2,1,2,23
27017,20000.0,2,2,2,32
5195,200000.0,1,1,1,49
11473,10000.0,1,2,1,43
7646,50000.0,2,2,1,28
11956,180000.0,1,2,1,53
21954,30000.0,2,2,2,52
26433,50000.0,1,3,2,51
7419,260000.0,2,3,1,52
9074,260000.0,2,1,2,29
14515,310000.0,2,1,1,37
26987,180000.0,1,1,2,34
1479,30000.0,2,2,1,53
16705,400000.0,1,1,2,27
2692,50000.0,2,1,2,26
28523,290000.0,2,2,2,40
9083,230000.0,2,1,1,30
252,50000.0,2,2,1,39
11262,50000.0,1,2,2,29
13928,210000.0,1,2,3,27
13475,50000.0,1,2,1,37
13650,180000.0,2,1,2,33
19576,110000.0,1,2,2,38
18290,140000.0,1,1,1,49
1691,30000.0,2,3,2,31
14657,130000.0,2,3,2,23
16076,450000.0,2,1,1,42
20011,360000.0,1,1,2,43
15719,240000.0,1,3,1,43
2510,80000.0,2,3,2,50
17027,90000.0,2,1,2,28
29565,150000.0,2,1,2,25
26015,50000.0,2,1,2,22
208,420000.0,2,1,1,40
25334,100000.0,1,1,1,31
15919,300000.0,1,2,1,46
1657,380000.0,2,2,1,31
18185,200000.0,2,1,1,40
26284,70000.0,2,1,1,32
18358,30000.0,2,2,2,25
28804,400000.0,2,1,1,41
9730,210000.0,2,2,2,29
28639,260000.0,2,1,2,33
1184,50000.0,2,1,2,26
28992,320000.0,1,1,1,41
18940,290000.0,2,2,2,30
20046,200000.0,2,3,2,47
2198,70000.0,2,2,2,34
29673,150000.0,2,1,2,26
9496,50000.0,2,1,2,28
15694,80000.0,2,3,1,53
19057,50000.0,1,3,2,34
4144,200000.0,1,2,2,39
1828,110000.0,2,2,2,36
19399,50000.0,2,2,1,34
908,360000.0,1,2,1,44
8813,210000.0,2,2,2,42
10155,230000.0,2,1,2,29
21535,340000.0,2,2,1,43
3006,170000.0,1,1,2,36
23541,390000.0,2,2,2,33
18077,80000.0,2,1,2,26
21270,50000.0,2,3,1,35
24449,20000.0,1,2,2,26
13566,300000.0,2,2,1,34
27421,100000.0,1,2,2,25
16130,110000.0,2,2,1,49
8089,50000.0,1,2,2,29
23387,200000.0,2,1,2,26
6385,450000.0,2,2,2,32
15332,120000.0,1,2,1,47
14380,180000.0,2,2,1,35
254,260000.0,1,2,2,32
18421,360000.0,2,2,2,27
10190,110000.0,2,1,1,40
28443,500000.0,1,2,1,39
23048,100000.0,2,2,2,29
11763,200000.0,1,1,2,32
24867,30000.0,1,3,1,50
8834,280000.0,1,1,1,42
18638,60000.0,2,1,2,25
